Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Total_Income,LoanAmount_to_Income
1,1,0,1,0,-0.7868855638563705,-0.6601415692437526,-0.2407425437904112,0.23552820825545087,1.0,0,-0.936662410289011,0.7159120370950496
1,0,0,1,0,-0.19331248075948648,-0.09161259215386022,-0.6819289923500231,0.23552820825545087,1.0,2,-0.210548316512069,-0.4762791373733062
1,1,0,1,0,0.5199571043246385,1.966578627975916,-0.4402454598057396,0.23552820825545087,1.0,2,1.043133748261497,-0.6346015556971596
1,1,1,0,0,-0.40348270592848956,2.000586968321873,-0.5314467928413182,0.23552820825545087,0.0,2,0.16809326871576147,-0.5328096477368296
1,1,1,1,0,-0.8018476266047757,0.11930374191572049,-0.9566730081197039,0.23552820825545087,0.0,0,-0.7349366834222146,-0.3168370755271176
1,1,1,1,0,2.279402170644902,-0.6601415692437526,-0.9053722582871909,0.23552820825545087,0.0,2,2.000216969869608,-0.7483048512006
1,0,1,1,0,0.5772337507833768,-0.26916682512396295,1.1204373517656008,0.23552820825545087,1.0,0,0.4782614081939346,-0.23880983243450277
1,1,0,1,0,-0.7976395464567868,-0.6601415692437526,-0.22478231050918487,0.23552820825545087,0.0,1,-0.9469625362029555,0.7784515563552622
1,1,0,1,0,-0.33288047233445295,-0.6601415692437526,-0.22478231050918487,0.23552820825545087,1.0,2,-0.5018179640959614,-0.12703893629829718
1,1,2,0,0,-0.7130103790361203,-0.6601415692437526,0.3623262709073529,0.23552820825545087,1.0,1,-0.8659050235758268,0.9826877007474035
1,0,1,1,0,-0.9961206601035983,-0.10445659717763014,0.9973155521675694,0.23552820825545087,1.0,1,-0.9830353684798352,2.410664286868308
0,0,0,0,1,0.4266779943775504,0.4622144420786352,-1.079794807717735,0.23552820825545087,0.0,1,0.536792993278828,-0.7073254388208229
1,1,0,1,0,0.39348091765452653,-0.15615573689594944,0.606289836777526,0.23552820825545087,0.0,1,0.33358942225916144,-0.30319670474417526
1,1,0,1,0,0.1898565949379507,-0.6601415692437526,-0.6078279092586155,0.23552820825545087,1.0,0,-0.0011422783659619724,-0.51425188416403
0,1,2,1,0,-0.33521829463889125,-0.07933404647075935,-0.618088059225118,0.23552820825545087,0.0,1,-0.34306167555277284,-0.4002579757763043
0,1,0,0,0,-0.6802808667739841,0.29257663987790006,0.10924257173362188,0.23552820825545087,1.0,0,-0.570470542470209,0.11226089937179254
1,0,0,1,0,1.2315902137956567,-0.45391046971114446,-0.3319438768259899,0.23552820825545087,0.0,1,1.053792139424622,-0.6182977066221981
1,1,0,1,0,-0.9977571357167051,-0.6601415692437526,0.7180114697461097,0.23552820825545087,1.0,2,-1.1386344445146188,4.906179325358948
1,1,1,1,0,-0.19331248075948648,0.8312978317239489,-0.5975677592921128,-2.8057255568794965,1.0,2,0.04527546298100984,-0.5227867752317457
0,1,0,1,0,2.2567252942918508,-0.6601415692437526,-0.44594554312046325,0.23552820825545087,1.0,1,1.9784971391380295,-0.6951211200820838
1,1,0,1,0,-0.2777078659497091,-0.6601415692437526,-0.4402454598057396,0.23552820825545087,1.0,1,-0.44897383984181116,-0.2665712952874112
0,0,0,1,0,0.6873451813224207,3.8611097589348886,0.24718458794993492,0.23552820825545087,1.0,2,1.7286071278345054,-0.5969825708165373
0,0,0,0,0,-0.8217191161925013,2.7452161400772908,5.251857738277315,0.23552820825545087,1.0,2,-0.02608649634016669,1.2173272629572849
1,0,0,0,0,-0.20406646335990267,0.4467047001631394,1.0885168852031482,0.23552820825545087,1.0,2,-0.07163096614226068,0.022632271230432575
1,1,2,0,0,-0.26344714989263546,1.540060725299782,0.016901222035098525,0.23552820825545087,1.0,2,0.17456443477908742,-0.3947146943189886
0,1,1,1,0,-0.7562600916682288,0.2540446248065902,0.2734049711976636,0.23552820825545087,1.0,1,-0.6539239539512336,0.3312280352342699
1,1,1,0,0,-0.5996259972708629,-0.6601415692437526,0.42160713738047895,0.23552820825545087,0.0,1,-0.7573058699179334,0.6577979682795597
1,1,0,1,0,-0.6108475443321667,0.05783023359440645,-0.9213324915684172,2.2630307183454157,1.0,2,-0.5690374814734863,-0.41850068433723875
0,0,0,0,0,-0.03878242643611492,-0.13991897582816476,-0.27380302701580855,0.23552820825545087,1.0,2,-0.07593014913242879,-0.39172983140236856
1,1,0,0,0,-0.6742025287824446,0.12172713909001671,-0.2806431269934769,0.23552820825545087,0.0,1,-0.6120069197970941,-0.04254071136765543
1,1,0,1,0,-0.27396735026260777,-0.6601415692437526,-0.9749132747268198,0.23552820825545087,1.0,0,-0.4453911873500044,-0.5036669492108269
1,0,0,1,1,0.6854749234788701,0.011947247094398126,-0.30800352690415056,0.23552820825545087,0.0,1,0.6598571063723915,-0.5682578793438526
1,1,2,0,0,1.4548522438695142,-0.1302253871309799,-1.0512943911441168,0.23552820825545087,1.0,2,1.3573547633710266,-0.7456418976452712
0,1,0,1,0,-0.7899247328521404,-0.1329719039285156,-0.4938262429641421,-0.7782230467895316,1.0,1,-0.7934458769290343,0.086980617079577
1,0,0,0,0,-0.8616958775983962,-0.09872122386512909,1.2754796179260846,0.23552820825545087,1.0,1,-0.8526939925122892,1.6947268881690074
1,1,0,1,0,-0.8221866806533888,-0.6601415692437526,-0.5097864762453683,0.23552820825545087,0.0,0,-0.9704736931804375,0.5697277747008181
1,1,0,1,0,0.07647221317269322,-0.6601415692437526,0.469487837224158,2.2630307183454157,1.0,0,-0.1097414320238554,-0.14465437802308392
1,0,3,1,1,-0.4460310718692666,0.23481900722384022,1.8238276328025016,0.23552820825545087,1.0,1,-0.3621169084935703,0.5853550195027667
1,1,0,1,0,-0.7854828704737076,-0.6601415692437526,0.02716137200160119,0.23552820825545087,1.0,2,-0.9353189156045834,0.98587495704736
1,0,0,0,0,-0.14912763920560262,-0.008328509263880235,0.36118625424440826,0.23552820825545087,1.0,2,-0.14514251695852137,-0.1583693634075213
0,1,3,1,0,-0.36771402467058356,-0.15195518179383596,-0.2601228270604716,0.23552820825545087,1.0,0,-0.3943159977636838,-0.22686063545384422
1,0,0,0,0,-0.7693518965730833,-0.6601415692437526,-0.6283482091916206,0.23552820825545087,1.0,2,-0.9198687267336666,0.26423109085459556
1,1,1,1,0,0.5765324040920453,-0.2757907774003726,1.3017000011738136,0.23552820825545087,1.0,1,0.47575355144966985,-0.1996742762499285
1,0,0,1,1,-0.10470901542127495,1.2038547573190872,0.580069453529797,0.23552820825545087,1.0,2,0.23340950195701404,-0.27424216865075096
1,1,0,1,0,-0.19237735183771115,0.14184133563667528,-0.8016307419592202,0.23552820825545087,1.0,0,-0.14494099275585712,-0.5360640716165769
0,1,0,1,0,-0.8600594019852893,1.1406040910699558,-1.2382571238670532,-2.8057255568794965,0.0,0,-0.5075949912389999,-0.6015680255588886
1,0,0,1,0,1.1616893268929516,-0.0774761086371323,-1.1801162740568718,0.23552820825545087,1.0,1,1.0911860748078555,-0.7548475811182023
1,0,0,0,1,0.6506413711427395,-0.35422806594176015,-1.2656175237777267,0.23552820825545087,1.0,2,0.5249926316339394,-0.7446229312883129
1,1,0,1,0,-1.0297853012875098,-0.6601415692437526,-0.669388809057631,0.23552820825545087,0.0,0,-1.1693109064757146,2.268206202144363
1,0,0,1,0,0.4091443270942632,0.45914480565785987,-0.3273838101742109,0.23552820825545087,1.0,2,0.5191484297566797,-0.5508881873127685
1,1,0,1,0,0.06969252848982214,-0.6601415692437526,-1.1595959741238664,0.23552820825545087,1.0,2,-0.11623498966525521,-0.6569582314480784
1,1,0,1,0,1.2647872905186806,0.7499524665734058,-0.13472099413655086,0.23552820825545087,1.0,0,1.4192898683231365,-0.6214975701488878
1,0,1,1,1,0.7815594201912842,1.4699437670568116,-0.857491558443512,0.23552820825545087,0.0,2,1.1560320849095584,-0.7079537843221992
1,0,0,1,0,-0.42849740458597935,0.6935680923181139,-0.656848625765239,0.23552820825545087,0.0,1,-0.21816145305715845,-0.46499243817719405
1,0,2,0,0,-0.2802794704845912,-0.15357077991003343,-1.1516158574832533,0.23552820825545087,1.0,2,-0.31101932732917575,-0.6169970394567633
1,1,3,1,0,-0.8775930692685766,-0.6601415692437526,-1.050154374481172,0.23552820825545087,0.0,2,-1.0235417332153256,0.10771107708999385
1,0,2,0,0,-0.38781929648875296,-0.6601415692437526,-0.891692058331854,0.23552820825545087,1.0,0,-0.5544381725693737,-0.41193167160877137
0,0,0,1,0,-0.49722938033646535,-0.6601415692437526,-0.2806431269934769,0.23552820825545087,1.0,1,-0.6592307579547224,0.016590653110576153
1,0,1,1,0,-0.9626898011501307,0.4913759880759996,0.38284657084035795,0.23552820825545087,1.0,0,-0.7858551319620187,0.712986368086581
1,1,0,1,0,0.9826121383729779,-0.6601415692437526,-1.2872778403736767,0.23552820825545087,1.0,2,0.7581561341163403,-0.7598769728075124
1,1,0,0,0,-0.2973455733069908,2.2163500967400465,-0.5166265762230368,0.23552820825545087,1.0,0,0.3295589382058788,-0.5602817584359104
0,1,0,1,1,-0.6085097220277284,-0.6601415692437526,-0.3672843933772766,0.23552820825545087,1.0,0,-0.7658146695859744,0.1276490342184541
1,1,2,0,0,-0.2678890122710682,-0.06883265871547575,-0.4254252431874581,0.23552820825545087,1.0,0,-0.2756630255506575,-0.35894760017350624
1,1,1,1,0,-0.27630517256704606,0.6901753362740991,-1.216596807271103,0.23552820825545087,1.0,0,-0.07333272607586878,-0.6809443039427395
0,1,2,1,0,-0.33521829463889125,-0.07933404647075935,-0.618088059225118,0.23552820825545087,0.0,1,-0.34306167555277284,-0.4002579757763043
1,1,0,1,1,-0.09301990389908346,0.24645131366046197,0.6838109698577677,0.23552820825545087,1.0,0,-0.020779692336677917,-0.13049689390344832
1,1,1,0,0,0.6244577613330304,0.11930374191572049,-1.054714441132951,0.23552820825545087,1.0,1,0.6311734948598632,-0.7091564081887121
1,0,0,0,0,0.9863526540600792,-0.009055528416169082,1.0144158021117404,0.23552820825545087,1.0,2,0.9422149058829143,-0.3818727310613123
1,1,3,1,0,-0.9580141565412541,1.1107155259203023,1.5570637336734336,0.23552820825545087,1.0,0,-0.6097005872554935,0.9534635946682842
1,1,0,1,0,2.0479577625055105,1.2042586568481364,2.668579980044549,0.23552820825545087,1.0,2,2.2953379688821927,-0.3834510572211935
1,1,0,1,0,2.9031331614690403,-0.6601415692437526,-0.10394054423704317,0.23552820825545087,1.0,1,2.5976242728783907,-0.6859359912762281
1,1,2,1,1,1.107451849429983,-0.6601415692437526,-0.22136226052035088,0.23552820825545087,1.0,0,0.8777271610303921,-0.5809714073057582
1,1,2,1,1,-0.6980483162877152,0.5950973871358777,1.3210802844438738,0.23552820825545087,1.0,1,-0.5036316819199386,0.6027368654175265
1,1,0,1,0,-0.13743852768341114,2.9047564540517916,-1.182396307382761,0.23552820825545087,1.0,1,0.6735383605754787,-0.736322255922891
1,1,1,1,0,-0.48530648658383,-0.6601415692437526,-0.0469397110898065,0.23552820825545087,0.0,2,-0.6478110531370882,0.13593563341195244
1,1,0,1,0,-0.6314203806112237,-0.5498769978132747,-0.11648072752943518,0.23552820825545087,1.0,0,-0.7571939120275644,0.2855576387524288
1,1,0,0,0,-0.3160481517424972,-0.6601415692437526,-0.605547875932726,0.23552820825545087,1.0,2,-0.4856960278828308,-0.3166466457973608
1,0,0,1,0,0.3581798008575082,-0.6601415692437526,0.09328233845239588,0.23552820825545087,1.0,2,0.16007708376534374,-0.3706324611003921
1,0,2,1,1,-0.2662525366579614,0.1496769865002331,-1.1459157741685297,0.23552820825545087,1.0,0,-0.21352639639588344,-0.6354434127311832
1,1,2,1,0,0.6854749234788701,-0.6601415692437526,-0.4254252431874581,0.23552820825545087,1.0,1,0.4735591767984382,-0.564072048071822
1,1,0,1,0,0.4666547557834453,-0.6601415692437526,-0.14498114410305352,0.23552820825545087,0.0,0,0.26397400602774074,-0.459247130972447
1,0,0,0,0,2.1150532626428897,-0.6601415692437526,-0.08228022764109318,0.23552820825545087,1.0,1,1.8428041760108471,-0.6452841113854061
1,1,0,1,0,-0.4338743958861874,2.865578199734003,-0.776550375374436,0.23552820825545087,0.0,0,0.378753235234001,-0.6266745549961812
1,0,3,1,1,-0.053510706954076205,-0.6601415692437526,0.10810255507067722,0.23552820825545087,0.0,2,-0.2342386061141415,-0.19006284704173343
1,1,2,1,0,1.3931337350323432,-0.2828186292058316,0.6917910864983811,0.23552820825545087,1.0,0,1.2559433062748206,-0.48598901883306317
0,1,2,1,0,-0.37285723374034785,-0.4085929425518053,-0.44594554312046325,0.23552820825545087,1.0,0,-0.47038018848035673,-0.2542319468027482
1,1,2,1,0,-0.47408493952252617,-0.6601415692437526,-0.2726630103528639,0.23552820825545087,1.0,0,-0.6370630956616679,-0.007700475690573535
1,1,0,1,0,-0.327269698803801,-0.6601415692437526,-0.7275296588678125,0.23552820825545087,1.0,1,-0.4964439853582512,-0.36652659853953873
1,1,0,0,0,0.7782864689650706,-0.6601415692437526,0.05338175524933019,0.23552820825545087,1.0,0,0.5624537417513943,-0.4810463956211302
1,0,0,1,0,-0.8895159630212119,1.1338185789819266,-0.9749132747268198,0.23552820825545087,1.0,1,-0.5376892721701768,-0.4623900132997715
1,1,0,0,0,1.4943614408145216,0.2959693959219146,2.7506611797765697,0.23552820825545087,1.0,2,1.5133344962330648,-0.24436215928256813
1,1,3,0,0,-0.4392513871863955,-0.6601415692437526,-1.0022736746374932,0.23552820825545087,1.0,0,-0.6036996443317171,-0.4408945399096741
1,1,0,1,0,1.1565461178231873,-0.11180756860632869,0.32242568770428726,0.23552820825545087,0.0,1,1.0767435069502593,-0.517237502960426
1,1,0,1,1,0.489097849906053,-0.6601415692437526,-0.0469397110898065,0.23552820825545087,1.0,1,0.28546992097858154,-0.44128002422219603
